category,rating,label,text_
Movies_and_TV_5,5,CG,pretty good movie action packed not an easy movie to watch but its fun to watch
Movies_and_TV_5,1,CG,not for normal people to enjoy the movie is just too graphic there is a lot of blood
Movies_and_TV_5,1,CG,new age poop judi dench plays an older woman who is trying to save her sons
Movies_and_TV_5,5,CG,great fun from an indie film the story is a good one if you are a fan of
Movies_and_TV_5,5,OR,exellent actingperformances by the leads  im definitely hooked on the story line too
Movies_and_TV_5,4,OR,i enjoyed this movie the acting was pretty good and so was the story
Movies_and_TV_5,5,OR,so many laughs  for someone who liked seinfeld this is a wonderful sequel
Movies_and_TV_5,5,OR,my favorite star trek of all  not one bad season in the bunch
Movies_and_TV_5,4,OR,classic film my grandmothers favorite now one of mine came quick and packed well
Movies_and_TV_5,5,OR,who does not like henry winkler  it is just one on my favorites
Movies_and_TV_5,1,OR,terrible halfway through the plot is still unclear the whole thing just needs help
Movies_and_TV_5,5,OR,great story line jet li played an excellent role full of action and comedy
Movies_and_TV_5,5,OR,elephants need our help and protection they are a wonder of the natural world
Movies_and_TV_5,3,OR,i love watching anything with will smith i thought the directing hurt his character
Movies_and_TV_5,5,OR,i loved this episode and i was cheering for manny along with everyone else
Movies_and_TV_5,5,OR,there are some movies that transcend time wonderful cast brings this story to life
Movies_and_TV_5,5,OR,love tatiana  she is spot on  in each role
Movies_and_TV_5,5,OR,maybe more a film for our time now than for when it was made
Movies_and_TV_5,5,OR,i love these movies by spencer williams he really was ahead of his time
Movies_and_TV_5,5,OR,excellent series of videos very useful in my quest to lose weight at home
Movies_and_TV_5,4,OR,just to see al  pacinomakes it a good movie  i enjoyed it
Movies_and_TV_5,3,OR,i like old black and whites  it had a good story for me
Movies_and_TV_5,5,OR,its a great dvd that really helped me when my back was bothering me
Movies_and_TV_5,5,OR,great  every movie is fantastic  tom selleck is perfect in these movies
Movies_and_TV_5,3,OR,its ok i get its a classic but still its just an ok movie
Movies_and_TV_5,5,OR,still going strong in season 3 but could live without the british girl though
Movies_and_TV_5,1,OR,a b class movie script was a joke and acting was painful  
Movies_and_TV_5,4,OR,i had purchase this particularly move for my brother which he loves this move
Movies_and_TV_5,5,OR,great movie with some of the characters the same as in the first movie
Movies_and_TV_5,5,OR,exactly what i wanted and expected and the product got to my house quickly
Movies_and_TV_5,5,OR,my son loves everything that is pokmon and the movie was great for family
Movies_and_TV_5,2,OR,the continuity errors were common the plausibility of the story was weak at best
Movies_and_TV_5,5,OR,love this dvd perfect to use on days i cant get to yoga class
Movies_and_TV_5,5,OR,one of my all time favorites right up there with gone with the wind
Movies_and_TV_5,5,CG,saw this on starz back in the day  i was a little surprised that the show
Movies_and_TV_5,5,CG,i really enjoyed this movie  the story is very good and the characters are
Movies_and_TV_5,1,CG,i thought this was going to be the last movie i saw it for the first time and was
Movies_and_TV_5,5,CG,one of our favorite movies  excellent family movievery good movienice story but not
Movies_and_TV_5,1,CG,were just not into aliens or zombies  were not into that kind of stuff
Movies_and_TV_5,5,CG,excellent movie i remembered seeing this movie when it first came out in theaters and i was blown
Movies_and_TV_5,5,CG,love anything based on the book the movie is just too graphic if you are a fan of
Movies_and_TV_5,4,CG,i liked it and enjoyed it the movie was a good onelove itvery good
Movies_and_TV_5,5,CG,this was a great purchase and will be a favorite of mine  thank youvery good
Movies_and_TV_5,5,CG,great movie my wife and i love the movievery good movie
Movies_and_TV_5,5,CG,the tombstone series is even better than the first one it is a lot of fun to watch
Movies_and_TV_5,5,CG,i love bad girls very much the movie is a good onelove itvery good
Movies_and_TV_5,4,CG,a good ol boy comes back to the movie and saves the day
Movies_and_TV_5,4,CG,very well done movie had some real problems with the sound but overall a good story
Movies_and_TV_5,4,CG,bought this because i like the movie  i like the gol
Movies_and_TV_5,5,CG,love the rug rats this time around and the third time around they turn up the volume and we
Movies_and_TV_5,5,CG,this one will have you laughing the story is a good one if you are a fan of
Movies_and_TV_5,3,CG,good movie but a little slow the movie is a good onelove itvery good
Movies_and_TV_5,5,CG,the period costumes and cities are an amazing combination and i will admit that i thought the aliens were
Movies_and_TV_5,5,CG,these two great actors were perfect for the role  i saw them play a variety of roles
Movies_and_TV_5,5,CG,"a good comedy glad police are caught up in the drug business

the story is a bit different"
Movies_and_TV_5,5,CG,awesome show never a dull moment great show not for everyone
Movies_and_TV_5,5,CG,love love love it evan peters has the chemistry and voice of a true actor
Movies_and_TV_5,4,CG,esther williams movies are always better than the ones we watch them in
Movies_and_TV_5,5,CG,this was an amazing miniseries with lots of action lots of beautiful scenery and a great
Movies_and_TV_5,5,CG,jack lord was good on this movie as well i saw it for the first time last night
Movies_and_TV_5,4,CG,made me want to have this movie but it just wasnt as good as i expected
Movies_and_TV_5,5,CG,"interesting and makes one think what an amazing movie it is

the story is very well"
Movies_and_TV_5,1,OR,bought it cause my wife likes the movie my wife is a cheating witch though
Movies_and_TV_5,4,OR,solid fun entertainment  if you liked clash of the titans you should like this
Movies_and_TV_5,5,OR,role model is a comedy that will keep you laughing after the movie is over
Movies_and_TV_5,5,OR,i always  love the behind the scenes stuff and wwe did a great job
Movies_and_TV_5,5,OR,not bad but no what is written about it on the amazon web page synopsis
Movies_and_TV_5,5,OR,all i can say is i love this movie it great you will love it
Movies_and_TV_5,5,OR,i really liked it well done great storys great sound track id watch it again
Movies_and_TV_5,5,OR,love it  takes me back in time  a glimpse in to another day
Movies_and_TV_5,5,OR,fun show to watch clean family show not like the dirty crap we have today
Movies_and_TV_5,5,OR,had my doubts but i was proved wrong one of my favorite super hero movies
Movies_and_TV_5,1,OR,i must admit there were some fun parts but with that budget one expects more
Movies_and_TV_5,2,OR,doesnt come remotely close to being as entertaining as the original hitman staring timothy olyphant
Movies_and_TV_5,5,OR,one of his best in my words i enjoyed it a lot perfect guy movie
Movies_and_TV_5,5,OR,perfect christmas present for a family that wanted the movie so the could see 2
Movies_and_TV_5,4,OR,it is a great dvd full of archeological finds  information a bit long though
Movies_and_TV_5,5,OR,long time since ive see a gene aurty movie as good as i remember them
Movies_and_TV_5,5,OR,very interesting with a different twist where you see the tables turned on the nazi
Movies_and_TV_5,5,OR,great movie  highly recommend it  maggie  smith   a class act
Movies_and_TV_5,4,OR,in my opinion the honeymooners is one of the best classic timeless comedies ever made
Movies_and_TV_5,4,OR,interesting realistic look at dublin music scene amazing for a lowbudget movie and mostly nonactors
Movies_and_TV_5,5,OR,great documentary and i learned things i never knew and im a wwii history fanatic
Movies_and_TV_5,5,OR,ive watch this series i dont know how many times  it never gets old
Movies_and_TV_5,4,OR,an oldie but a goodie gift for my daughter much loved movie from our past
Movies_and_TV_5,5,OR,love all the andy griffith shows with don knots starring in them  miss them
Movies_and_TV_5,3,OR,a surprising overthetop role for mireille enos schwarzenegger wasnt at his best overall just ok
Movies_and_TV_5,5,OR,thanks for having this  i am proud to add this to my dvd collection
Movies_and_TV_5,5,OR,truly a great movie with wonderful special effects  cant wait for the next sequel
Movies_and_TV_5,5,OR,watched this movie last year enjoyed the vintage outfits worn by autumn reeser
Movies_and_TV_5,5,CG,"very unique and funny just what i expectedvery funny

the story is very well"
Movies_and_TV_5,4,CG,the wedding crashers but at least its an interesting one
Movies_and_TV_5,5,CG,"it was a good movie but the plot was just too long

the movie has a"
Movies_and_TV_5,3,CG,good movie but what was lacking was the chemistry between these two characters
Movies_and_TV_5,5,CG,we enjoy watching the sopranos but i thought the third season was a bit slow in the
Movies_and_TV_5,5,CG,wanted to have an authentic look at the movie and i did  the acting was pretty
Movies_and_TV_5,2,CG,wasnt worth spending money on not worth the time very good movie
Movies_and_TV_5,1,CG,almost comical how low budget this movie is  not a great movie for kids but one
Movies_and_TV_5,5,CG,binged watched first three seeasons  i liked the movie  the first one is the
Movies_and_TV_5,5,CG,excellent movie  watch it and youll be hooked  my husband and i both enjoyed it
Movies_and_TV_5,4,CG,its ok its more roleplaying than anything else im not sure if i
Movies_and_TV_5,5,CG,a classic for my collection excellent movie highly recommend it
Movies_and_TV_5,5,CG,"dvd was good but the actual movie was just too short

the actual movie was pretty"
Movies_and_TV_5,3,CG,"it started out interesting then but the movie ended in a mess

the movie has a"
Movies_and_TV_5,3,CG,as a vet i find this movie entertaining  not too many people make it to the end
Movies_and_TV_5,5,CG,great movie i really loved this movie and i hope i will see more of it in the future
Movies_and_TV_5,5,CG,this movie is awesome kevin and his family are very funny and its also a must see for
Movies_and_TV_5,5,CG,hello  clint eastwood  rosario dawson  dustin hoffman  scarlett johansson  laurie stro
Movies_and_TV_5,5,CG,i you work in or know an instructor  you know how to make a difference
Movies_and_TV_5,5,CG,does remind me of colussestheworldstowardsthediv
Movies_and_TV_5,3,CG,it is ok but i do not like the movie i saw it for the first time and
Movies_and_TV_5,5,CG,nice entertaining older movie like the ones you saw on tv
Movies_and_TV_5,5,CG,you can learn some good price but for a tense cost i will
Movies_and_TV_5,3,CG,not as good as scrooge but the movie is still good enough to make up for the
Movies_and_TV_5,5,CG,goofy sci fi channel fun  i love the movie  the plot is just a
Movies_and_TV_5,4,OR,only complaint is a lot of the music had to be changed because of copy right
Movies_and_TV_5,4,OR,interesting flick not much like the other coen bros movies except in its weird little twists
Movies_and_TV_5,5,OR,this is better than the remake  glenn ford is one of my favorite western actors
Movies_and_TV_5,5,OR,this movie was all the other movies wrapped  in one loved it ty very much
Movies_and_TV_5,5,OR,great remake it took me a couple of watches but i loved the story and cinematography
Movies_and_TV_5,4,OR,good christian movie i just expected it would be  more from the apostle johns view
Movies_and_TV_5,3,OR,not as good as overboard but it will provide the entire family with some belly laughs
Movies_and_TV_5,4,OR,fine movie not the best not the worst good time killer if you like scifi shooters
Movies_and_TV_5,5,OR,excellent danish series great characters and good plots wish american tv crime drama was this good
Movies_and_TV_5,5,OR,i laughed all the way through this movie you can watch it over and over again
Movies_and_TV_5,5,OR,one of my all time favorite tv shows i love all the characters and their interactions
Movies_and_TV_5,5,OR,supurb video and audio nice packaging  great over all viewing experience on a great series
Movies_and_TV_5,5,OR,the begining age of motion pictuesthis time  in china essential to film lovers
Movies_and_TV_5,5,OR,fantastic documentary if you like action and realism unbiased view on the undying war in afganistan
Movies_and_TV_5,5,OR,excellent quality  michael is always great  love the bonus disk  6 rare treasures
Movies_and_TV_5,4,OR,i cant believe i have never seen this before was delightful to see a new one
Movies_and_TV_5,3,OR,just a little below average movie for this genre turns a little boring and very unrealistic
Movies_and_TV_5,5,OR,10 year old grandson loves this and hes learning history at the same timeand its fun
Movies_and_TV_5,4,OR,good flick a preposterous movie add the last star if you are a peter sellers fan
Movies_and_TV_5,4,OR,a lot better than expected nice pace and full of action
Movies_and_TV_5,5,OR,this was even better the second and third time one of the funniest since caddy shack
Movies_and_TV_5,2,OR,a 9 mile hole in the ground and an even bigger hole in my wednesday night
Movies_and_TV_5,5,OR,great collection of movies i love that they all come in a nice set like this
Movies_and_TV_5,5,OR,we have enjoyed the first two episodes very much  i lol forward to watching more
Movies_and_TV_5,3,OR,not even sure how to rate this movie the longer you watch the stranger it gets
Movies_and_TV_5,5,CG,this is the pinnacle of the star trek franchise and i will admit that i have been disappointed
Movies_and_TV_5,5,CG,loved it when it was released the movie is a good one
Movies_and_TV_5,5,CG,love this show so well written and well actedvery good movie
Movies_and_TV_5,4,CG,this is an old time old movie with a lot of history  the actors are all good
Movies_and_TV_5,5,CG,50perfect not the edgy garbage that it was advertised to be but it was
Movies_and_TV_5,3,CG,this movie was purchased more than a year ago and i was a little surprised that i was not able
Movies_and_TV_5,5,CG,i love this movie its a real family movie and you cant go wrong with this one
Movies_and_TV_5,5,CG,very well done  keeps you guessing  not too many people make a movie like this
Movies_and_TV_5,3,CG,it was a good movie i liked the movie the plot was predictable
Movies_and_TV_5,5,CG,this is a great film  i love the movie  the plot is just amazing
Movies_and_TV_5,5,CG,a wonderful story  saw it on the big screen  my husband and i both enjoyed it
Movies_and_TV_5,5,CG,very satisfied very touching i recommend iti saw this movie a few years ago and was
Movies_and_TV_5,5,CG,one of my favorite christmas movies the story line is good and the characters are well developed
Movies_and_TV_5,2,CG,"more of an action movie but the movie is a good one

the movie has a"
Movies_and_TV_5,5,CG,this is probably my goto movie for the whole family i saw it for the
Movies_and_TV_5,5,CG,this is a great movie  i love the movie  the plot is just amazing
Movies_and_TV_5,3,CG,trading christmas was the most successful of the bunch and im not sure if i would have
Movies_and_TV_5,5,CG,this is a classic i saw a few years ago i saw it for the first time last night
Movies_and_TV_5,4,CG,its good but like the last movie the movie is too long
Movies_and_TV_5,5,CG,what can be said about this movie the movie is good  there is a lot of action
Movies_and_TV_5,5,CG,the series final was not what i expected  the characters were boring the acting was horrible
Movies_and_TV_5,5,CG,the movie is short compared to the original movie which is about a group of students who go to
Movies_and_TV_5,5,CG,this movie is like no other the characters are just good the story is well told and the
Movies_and_TV_5,5,CG,"this is a must have for anyone who enjoys the sherlock holmes series

the first one is"
Movies_and_TV_5,5,CG,no matter how old one is you can feel a nostalgia for the time when the movie was made
Movies_and_TV_5,4,OR,somewhat harsher than the previous movies but a good movie overall  lots of laughs and action
Movies_and_TV_5,4,OR,both funny and touching  atkins delivers beyond what one would consider for a comic to do
Movies_and_TV_5,4,OR,we had fogotten how jawing this movie is  scary intense dramatic  wow  great watch
Movies_and_TV_5,3,OR,it started out good but the end was a big let down too liberal for our tastes
Movies_and_TV_5,5,OR,received in great shape and played great a cute story of cooking caring and a little romance
Movies_and_TV_5,5,OR,funny movie my daughter and i both enjoyed it  waiting for part ii to come in
Movies_and_TV_5,5,OR,i enjoyed the movie  glad i have it to look  at again this holiday season
Movies_and_TV_5,5,OR,season 3 has better acting and a little more action  watch season 1 and 2 first
Movies_and_TV_5,5,OR,seriously worth watching  i cant believe she actually has all those voices in her  amazing
Movies_and_TV_5,5,OR,the acting in this movie is 2nd to none  one of the top movies i own
Movies_and_TV_5,1,OR,acting is good but the story line is terrible  it is all very unrealistic and confusing
Movies_and_TV_5,4,OR,actually i liked the movie  its hokey and fun and clean  makes sense to me
Movies_and_TV_5,2,OR,was disappointed did not follow the book  the book was well written and a page turner
Movies_and_TV_5,3,OR,i wasnt captured by this movie as others have been but my son and his boys enjoyed it
Movies_and_TV_5,5,OR,i absolutely love the twilight zone the people that wrote those shows were the best storytellers ever
Movies_and_TV_5,5,OR,these movies are favorites  a great package deal  inspirational  very touching stories for christmas
Movies_and_TV_5,5,OR,excellent a real tear jerker a very sad movie but gave you a lot to think about
Movies_and_TV_5,5,OR,great movie  saw the stage play several times  the movie did not let me down
Movies_and_TV_5,5,OR,a shame disney had to cancel this superior tv show but atleast we get these final episodes
Movies_and_TV_5,5,OR,this is one of my favorite movies  its a catmouse crook game with an awesome cast
Movies_and_TV_5,5,OR,saw this movie in theaters and it was very funny this is gonna be a future classic
Movies_and_TV_5,5,OR,i love the xmen movies and this one didnt disappoint i have already watched it 3 times
Movies_and_TV_5,4,OR,"a very good story of suspense intrigue and finally revenge in the end
good story set in louisianna"
Movies_and_TV_5,4,OR,the stories have dated considering when they were made the anecdotes by alfred are fun to see
Movies_and_TV_5,5,OR,a terrific girls night movie break out the pizza  popcorn and candy and maybe some wine
Movies_and_TV_5,5,CG,the players change but the story takes the characters to a new place
Movies_and_TV_5,1,CG,"supposedly a classic
downright awful movie
bad not a whole lot of"
Movies_and_TV_5,5,CG,"the best action series i have ever seen

the story is very well"
Movies_and_TV_5,5,CG,this reminded me of my time with the movie which was a lot of fun
Movies_and_TV_5,5,CG,great story for young and old the movie is a good onelove itvery good
Movies_and_TV_5,1,CG,thought it was the movie that caught my eye and i will admit that i thought it was
Movies_and_TV_5,5,CG,"fabulous portrayal of
the word made it to the screen and it was a very happy"
Movies_and_TV_5,5,CG,they took the last 10 minutes of the movie and decided to spend it on a small screen
Movies_and_TV_5,5,CG,"its ringo what can you do with the movie

ringo is a"
Movies_and_TV_5,5,CG,i really enjoyed it not a bad movie just not a lot of action
Movies_and_TV_5,3,CG,this was a cute movie  i love the movie  my husband and i both enjoyed it
Movies_and_TV_5,5,CG,loved this my grandson and i have watched the movie together for about 30 years
Movies_and_TV_5,5,CG,wish they had continued the series the only problem is that its only a couple episodes long
Movies_and_TV_5,2,CG,too much whining too much time wasted and too many unnecessary scenes  this is a waste of
Movies_and_TV_5,1,CG,a bunch of unattractive guys go to the local bar and decide to hook up with a local girl
Movies_and_TV_5,5,CG,this is one of my favorite movies and it is one of my favorite movies in the last 30
Movies_and_TV_5,4,CG,good show  did not find it entertaining  not for children  would not recommend
Movies_and_TV_5,3,CG,not as entertaining as i had hoped but it is still a nice ride i recommend it
Movies_and_TV_5,5,CG,great collection of american classic tv shows with lots of good historygreatthis movie was one of
Movies_and_TV_5,4,CG,good movie for pixar lovers excellent movie with lots of action
Movies_and_TV_5,5,CG,first film was ok but not a great movievery good movienice story but not the
Movies_and_TV_5,5,CG,giving it 5 stars just doesnt make the movie i saw it for the first time and was
Movies_and_TV_5,5,CG,i love one piece i can see morewatched this movie on my 2nd viewing
Movies_and_TV_5,5,CG,a haunted house 2 is a real shame  the story is boring the acting is horrible
Movies_and_TV_5,4,OR,i like tom cruise action movies  this movie met my expectations and see id not disappoint me
Movies_and_TV_5,1,OR,grsiny picture and dissapointed that cut it in half from the original version why dont waste your money
Movies_and_TV_5,2,OR,watched for 30 min and still had no idea what the movies about or where it might go
Movies_and_TV_5,5,OR,one of the best clint eastwood movies of all time  enjoyed it again for the third time
Movies_and_TV_5,4,OR,i can say it really is a good flick of its day and charlton heston really played it
Movies_and_TV_5,3,OR,way too many superfluous f bombs but an interesting story and decent actors lots of sci fi action
Movies_and_TV_5,5,OR,cool look at a older movie that seems to have a new one every 10 years or so
Movies_and_TV_5,5,OR,walter matthau is at his best playing the three characters who all find themselves in the same hotel
Movies_and_TV_5,5,OR,these movies are great and hold ones attention showing the greatness of kojak and how he works
Movies_and_TV_5,5,OR,this is a strong and great movie the acting is well done it is a well made movie
Movies_and_TV_5,5,OR,what was great is they kept the original sound mix and didnt modify it for home theatre systems
Movies_and_TV_5,5,OR,the mob is upset that elliot ness and the untouchables are on their trail best crime series ever
Movies_and_TV_5,5,OR,i suffer from ptsd with that said this film brought tears to my eyes hard hitting well done
Movies_and_TV_5,5,OR,earth to echo hd was cute  we enjoyed it and hope that there is a second one
Movies_and_TV_5,5,OR,as always we really enjoyed it great family time action comedy and little sad parts too highly recommended
Movies_and_TV_5,4,OR,my only complaint is that there isnt a play all option you have to play each one separately
Movies_and_TV_5,5,OR,the imagery is amazing  my 6 year old and i love this movie and quote it often
Movies_and_TV_5,2,OR,pretty poor transfers maybe better than nothing but still they couldnt make the transfers look better very fuzzy
Movies_and_TV_5,5,OR,the movie was outstanding and the actors were great there were several oscars that should have been earned
Movies_and_TV_5,5,OR,jack palance as only jack palance can be wonderful story and great acting print quality is very good
Movies_and_TV_5,3,OR,ok story line recieved quickly from seller better korean movies out their would not purchase it again though
Movies_and_TV_5,5,OR,highly recommend midsomer murders if you like mysteries  we have all of them and enjoy them often
Movies_and_TV_5,4,OR,good movieno where near being the best of the franchise but still good i was expecting more 
Movies_and_TV_5,5,OR,entertaining but different amy adams does a very good job cant believe reese was offered the role too
Movies_and_TV_5,4,CG,"very good story line
completes the book
i highly recommend this series"
Movies_and_TV_5,3,CG,i saw this in the theater and i thought it was pretty good  the acting was pretty good
Movies_and_TV_5,4,CG,i remember seeing a portion of this movie when it was released in 1983 and i was blown away
Movies_and_TV_5,5,CG,a fantastically sensual movie that doesnt disappoint  the two women are lovely the actors
Movies_and_TV_5,5,CG,my son really enjoyed it  he liked the movie  my husband also enjoyed it
Movies_and_TV_5,5,CG,i am 77 years old and have never been married i have a lot of problems with the marriage
Movies_and_TV_5,5,CG,i love this christmas adventure its an interesting and fun time to make a new christmas movie
Movies_and_TV_5,1,CG,skipped through most of it and the movie is just too slow
Movies_and_TV_5,4,CG,this is actually a really good movie with lots of action and lots of beautiful scenery
Movies_and_TV_5,5,CG,this movie i had a hard time understanding  the characters were boring the acting was horrible
Movies_and_TV_5,4,CG,"good movie not the best but it was very good

the story is a bit"
Movies_and_TV_5,5,CG,what a great concept and a great movie  not too many people make a movie like this
Movies_and_TV_5,5,CG,a funny yet touching movie that will make you laugh i saw it for the first time last night
Movies_and_TV_5,5,CG,very well done series from beginning to end  not too many boring episodes but a good time
Movies_and_TV_5,5,CG,if you like and enjoy this movie you will love this movie if you are a fan of
Movies_and_TV_5,5,CG,"perfect
because the product is not an original movie you will need to wait for the next"
Movies_and_TV_5,5,CG,arrived on time and as described the shipping was in good condition
Movies_and_TV_5,5,CG,cool move a little scary a little scary a little scary
Movies_and_TV_5,3,CG,if i had a way i would have bought it i saw it on a vhs and
Movies_and_TV_5,5,CG,"long time duran fan concert c

dan farrow r"
Movies_and_TV_5,5,CG,i could not lose focus on this movie  the characters were believable the acting was just ok
Movies_and_TV_5,5,CG,got this as a gift and will be buying morelove itlove itvery good
Movies_and_TV_5,2,OR,i might have known it was too puerile for my taste although a number of sophisticated adults loved it
Movies_and_TV_5,5,OR,paul g is great in this wonderful story about a man who was a true patriot of impeccable integrity
Movies_and_TV_5,4,OR,i very much respect this luminary scientist  this movie made me appreciate her contributions and sacrifices even more
Movies_and_TV_5,5,OR,the tunnel scene of slamming the bat against the wall had me in tears  a must have 
Movies_and_TV_5,5,OR,i love this series  i missed the last two episodes so i was happy to purchase them here
Movies_and_TV_5,3,OR,nothing to write home about  a good try with a few interesting moments but otherwise dull and boring
Movies_and_TV_5,5,OR,i love this show  the only problem is having to wait for it to become available in us
Movies_and_TV_5,4,OR,good movie cant wait to see the new one not a lot of curse words action packed highly recommended
Movies_and_TV_5,3,OR,i have this movie simply because i enjoy the work of hugh laurie  the plot is beneath him
Movies_and_TV_5,5,OR,much better than the last superman reboot love how they just pretend like the last one never even happened
Movies_and_TV_5,5,OR,loved this movienot only because my wife and i enjoy seeing elvis singing songswe loved the scenery in hawaii
Movies_and_TV_5,5,OR,very well put together  a good thrillerfull of actionsuspense and drama  a bit violent but interesting 
Movies_and_TV_5,5,OR,these biblical movies are very good and scriptural i ordered two by mistake and this one was sent back
Movies_and_TV_5,3,OR,my teenage daughter wanted to watch it with me i wouldnt pick it myself not my kind of movie
Movies_and_TV_5,1,OR,gods name used in vain ruined it for me totally unnecessary that hollywood use our lords name in vain
Movies_and_TV_5,5,OR,superb example of kevins work you know sides hurt from rewinding to hear jokes a second and third time
Movies_and_TV_5,5,OR,max von sydow is great in this little known classiccheck this one out i think you will dig it
Movies_and_TV_5,4,OR,a very interesting piece of history from this movies perspective there were more conspirators involved but were never charged
Movies_and_TV_5,5,OR,one of my most favorite john ford directed and john wayne acted movies beautiful scenes in monument valley utah
Movies_and_TV_5,5,OR,for me it was a nostalgic trip back to the early days of technicolor big stars and big music
Movies_and_TV_5,5,OR,this is a good movie  not just about bobby but also about some history of golf and augusta
Movies_and_TV_5,3,OR,"just added to compleat my collection it good for entertainment about a 3 on rotten tomatoes 
something different "
Movies_and_TV_5,4,OR,it is mostly in english but when they speak spanish  english subtitles appear so it is all good
Movies_and_TV_5,5,CG,i love abby on ncis and i love the movie i saw it on tv a few
Movies_and_TV_5,5,CG,2bg is funny  amazing  the movie is a must see  the actors are awesome
Movies_and_TV_5,1,CG,if this bomb doesnt put a bomb in the chamber it will ruin the world for the next one
Movies_and_TV_5,5,CG,"a moving movie that projects a real believable and believable history

the movie has a"
Movies_and_TV_5,5,CG,my mom liked the actor who played the detective and i liked the actor who played the sheriff
Movies_and_TV_5,3,CG,"after spending untold hours on this movie i feel cheated

the story is a bit different"
Movies_and_TV_5,3,CG,disappointed that my favorite young woman has been let go i will admit that i thought this movie
Movies_and_TV_5,5,CG,always loved knight rider when it first came out and i will keep my eyes peeled for the next
Movies_and_TV_5,5,CG,great story line great acting and an entertaining story line i will watch this againvery
Movies_and_TV_5,4,CG,this is great workout since it has the workout routine i will keep this in mind when i am
Movies_and_TV_5,4,CG,i watched it cause i saw it and i cant wait for it to come out on dvd
Movies_and_TV_5,5,CG,"if you like film noir this is the movie to watch

if you like clue"
Movies_and_TV_5,5,CG,share a childhood favorite with this movie and let us know what you thinkthis movie was one of
Movies_and_TV_5,5,CG,we loved this film we saw it at the theater and loved it this is a must see
Movies_and_TV_5,4,CG,i learned a lot about this movie and the movie itself  i also learned about the actors
Movies_and_TV_5,5,CG,i saw it when it came out and thought it was pretty good  i thought it was a
Movies_and_TV_5,1,CG,the dvd skips sections so that it doesnt look like the opening credits of the movie
Movies_and_TV_5,5,CG,excellent movie didnt think that this movie was as good as the first
Movies_and_TV_5,3,CG,no real stars that i saw the movie was just too slow there were too many scenes
Movies_and_TV_5,2,CG,these women are pretty intense  they are the best in the world  they are strong and
Movies_and_TV_5,5,CG,i purchased this for my daughter  she loves it  she also loves the music and the
Movies_and_TV_5,4,CG,this movie is very scary  i love the movie  the plot is very well written and
Movies_and_TV_5,5,CG,this was a great movie  i love the movie  my husband and i both enjoyed it
Movies_and_TV_5,5,CG,i got rid of it it was just too much of a waste of time
Movies_and_TV_5,5,CG,fun movie for the young and old with lots of action and lots of humorvery good
Movies_and_TV_5,4,CG,this is a great family movie the story is very good and the characters are very believable
Movies_and_TV_5,4,CG,a continuation of the scream series the story is a bit different from the original
Movies_and_TV_5,5,CG,i dont no who dont know what the movie is about but its kind of a slow
Movies_and_TV_5,5,CG,not the usual depliction of the movie the movie is a bit boring and the acting is
Movies_and_TV_5,5,CG,a lesson  to be learned  its a good movie  the acting was pretty good
Movies_and_TV_5,3,CG,good movie for the younger generation the story is very good and the characters are well developed
Movies_and_TV_5,5,CG,thank u all i love this moviegreat movievery good movienice story but not the
Movies_and_TV_5,5,CG,great movie  full of action  great movie  my husband and i both enjoyed it
Movies_and_TV_5,4,CG,headline says it all guys this movie is an adaptation of the book by the great writer
Movies_and_TV_5,5,CG,not much to say reallyif you have the time and money you will love this movie
Movies_and_TV_5,5,CG,"when you can make life better

waking the dead

this movie was one of"
Movies_and_TV_5,5,CG,i missed betty when she was a child  her dad was a detective and she has always
Movies_and_TV_5,5,CG,great dvd for the novice and the professional alike very good movie very good movie
Movies_and_TV_5,5,CG,this is a great documentry an entertaining movie and i will watch it again
Movies_and_TV_5,5,CG,great action movie enjoyed ever sincegreat movievery good movienice story but not
Movies_and_TV_5,5,CG,four great comedies for one viewing the only problem is that its only for the first hour
Movies_and_TV_5,5,OR,this is a gift so i hope is good had good reviews and we love the english style detective shows
Movies_and_TV_5,1,OR,it wasnt my cup of tea i know most romcoms stink but i gave this one a chance bad idea
Movies_and_TV_5,1,OR,didnt like it this is a horror flick that is too predictable from beginning to end dont waste your time
Movies_and_TV_5,4,OR,a very brief slice of life a lot missing in terms of background to explain motivations but still worth watching
Movies_and_TV_5,5,OR,a moving and powerful film  a moving and powerful subject  a perfect combination of of subject and performances
Movies_and_TV_5,5,OR,highly recommendable great piece of blueray disc jackie can really hit the high note flawlessly shes amazing young operatic artist
Movies_and_TV_5,3,OR,it didnt live up to the hype visuals were great but the story was lacking wouldnt recommend it to friends
Movies_and_TV_5,5,OR,love this movies great detail wonderful special effects great acting well worth watching great sequel showing how it all began
Movies_and_TV_5,5,OR,my daughter is a huge chris helmsworth fan and was glad to get this movie to add to her collection
Movies_and_TV_5,5,OR,he was such a great boy i loved the love he showed his grandfather  one of my favorite movies
Movies_and_TV_5,4,OR,purchased this movie and two other for a sleepover with my three younger grandsons and they really enjoyed them all
Movies_and_TV_5,5,OR,i am addicted to heartland it touches my soul where is season 6 7 8 9 and 10 waiting patiently
Movies_and_TV_5,5,OR,i love this work out its short and it works i felt a difference the first week i used it
Movies_and_TV_5,5,OR,i love this movie  this shows the real person katy perry is  she has a heart of gold
Movies_and_TV_5,3,OR,worth renting for a night in and has some pee your pants funny parts but the preview shows too much
Movies_and_TV_5,5,OR,i would recomended this dvd its a great family movie and you wont mind watching more than a few times
